<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>
^VN30,20120214,447.7900,450.2200,447.7900,450.2200,17790050
^VN30,20120215,445.3700,446.0800,443.1000,446.0800,16124541
^VN30,20120216,439.6300,445.3700,439.6300,443.5400,18843258
^VN30,20120217,451.2200,451.2200,451.2200,451.2200,18027870
^VN30,20120220,459.4000,465.4400,459.1700,465.4400,22655020
^VN30,20120221,465.0100,465.0100,462.2700,462.2700,26950870
^VN30,20120222,460.8500,470.9700,460.8500,470.9700,24397900
^VN30,20120223,471.0900,476.4000,467.8800,476.4000,29349270
^VN30,20120224,478.7100,483.7200,476.7800,477.7700,34210990
^VN30,20120227,477.8300,485.8500,477.8300,485.8500,25795020
^VN30,20120228,487.7200,489.9400,479.5300,480.8900,63583438
^VN30,20120229,479.9300,485.1800,478.8500,485.1800,71676480
^VN30,20120301,488.3600,491.0100,485.5500,491.0100,47848193
^VN30,20120302,495.6900,503.7400,495.4500,503.5400,30746560
^VN30,20120305,507.8000,527.5000,507.8000,524.9000,29555260
^VN30,20120306,534.7300,538.9800,507.2000,508.4100,48176720
^VN30,20120307,500.2000,506.4900,494.5900,505.9000,38082410
^VN30,20120308,495.6300,503.3900,489.0500,489.0500,29859440
^VN30,20120309,485.0000,487.0300,485.0000,487.0300,12468280
^VN30,20120312,483.2000,486.1000,476.1000,482.6000,25924400
^VN30,20120313,485.4900,490.9000,482.8700,486.4200,23032440
^VN30,20120314,493.2200,493.2200,489.3600,491.2300,24759814
^VN30,20120315,489.4900,502.8200,486.5700,502.8200,52359080
^VN30,20120316,507.0000,511.8000,496.9000,496.9000,51785610
^VN30,20120319,498.0300,500.6100,496.8200,497.2200,24270550
^VN30,20120320,494.2400,501.2900,494.2400,501.2900,24087151
^VN30,20120321,505.6300,512.9000,504.7600,506.8000,35976080
^VN30,20120322,503.8400,509.7800,503.8400,505.5400,27815150
^VN30,20120323,508.0400,512.8400,507.9700,512.8400,26849750
^VN30,20120326,517.6100,518.0900,509.4900,517.2700,29033600
^VN30,20120327,514.7000,515.7300,502.4100,502.4100,35145910
^VN30,20120328,499.7400,505.3300,493.8900,504.5400,24629550
^VN30,20120329,507.2100,507.5900,498.4800,498.4800,25510650
^VN30,20120330,501.9300,503.3600,496.9900,500.0700,19547270
^VN30,20120403,499.9700,506.7300,499.6500,505.7700,21350169
^VN30,20120404,507.1100,507.7800,500.2800,500.2800,16010040
^VN30,20120405,499.2900,508.2600,498.4400,507.3500,27507094
^VN30,20120406,510.4500,515.1300,509.2500,511.5100,48736760
^VN30,20120409,516.6400,517.7500,513.8000,515.6400,23471970
^VN30,20120410,516.4200,521.0900,514.5600,517.4000,32329818
^VN30,20120411,523.1700,527.6300,519.5500,527.6300,38366734
^VN30,20120412,531.2400,540.4300,530.0700,537.2800,42218720
^VN30,20120413,540.2900,540.6800,532.3000,532.3000,41678070
^VN30,20120416,533.2300,539.1700,530.4800,539.1700,29367870
^VN30,20120417,542.2100,546.9800,538.9100,544.1300,52674007
^VN30,20120418,544.7600,551.5200,540.8500,541.6000,59020130
^VN30,20120419,539.0700,542.4300,532.9000,533.6800,52340803
^VN30,20120420,535.4400,539.8200,533.3700,533.7400,42513448
^VN30,20120423,535.3900,538.9800,533.5000,533.6000,19755622
^VN30,20120424,534.8200,536.0000,528.6900,534.8900,36901909
^VN30,20120425,541.6900,543.7300,540.0200,542.7800,26670110
^VN30,20120426,542.5300,544.6800,538.0600,538.1000,26614551
^VN30,20120427,541.7700,542.8500,538.1900,541.2000,21069100
^VN30,20120502,544.1300,545.5200,537.5100,539.7200,25698490
^VN30,20120503,539.0400,541.8300,532.0500,536.1000,25484791
^VN30,20120504,536.8100,545.2100,536.8100,542.5000,32884840
^VN30,20120507,547.6100,552.5400,546.4000,552.3000,28487850
^VN30,20120508,554.2900,561.4500,552.5300,557.0200,40418681
^VN30,20120509,557.2000,560.5500,554.4200,557.3500,26927770
^VN30,20120510,559.3100,561.5300,551.6200,554.7400,40035280
^VN30,20120511,554.9200,557.1500,547.8700,547.9400,25679750
^VN30,20120514,546.2700,549.7500,536.2500,536.3500,49299294
^VN30,20120515,533.0100,535.8400,522.9000,522.9000,33520609
^VN30,20120516,522.7000,527.2700,516.0400,519.7000,25248360
^VN30,20120517,519.7800,524.0800,513.4600,513.4600,20806370
^VN30,20120518,510.7000,510.7000,500.2100,504.6100,30905830
^VN30,20120521,507.9400,518.9300,507.9400,518.8600,18087624
^VN30,20120522,520.6900,523.8300,515.1200,516.8600,34206970
^VN30,20120523,514.6600,514.6600,508.3500,508.4500,23842983
^VN30,20120524,504.2000,509.7600,499.9300,501.5800,20637310
^VN30,20120525,507.4300,514.5900,507.4300,514.2700,32964501
^VN30,20120528,521.4600,521.4700,511.3300,513.4400,18860300
^VN30,20120529,510.4700,512.3300,508.5500,510.8100,13002703
^VN30,20120530,513.6200,516.1500,511.6300,513.3800,16558892
^VN30,20120531,508.9200,511.6900,506.3500,507.0700,12845910
^VN30,20120601,509.0600,509.5200,504.6000,505.6500,38844800
^VN30,20120604,503.8300,504.2800,492.8900,492.8900,101405290
^VN30,20120605,490.6300,498.0200,490.6300,498.0200,69414862
^VN30,20120606,498.6600,504.9900,498.4800,504.1100,59818755
^VN30,20120607,508.5600,512.9700,506.3900,509.4100,26371010
^VN30,20120608,511.0700,515.8800,508.1500,508.1500,24169979
^VN30,20120611,508.0900,512.9400,506.5200,509.9900,33257769
^VN30,20120612,508.6400,509.7200,505.2700,506.4900,17563506
^VN30,20120613,507.6000,507.6000,503.1600,504.1900,54256623
^VN30,20120614,500.8200,504.1000,498.6300,500.2400,21665892
^VN30,20120615,500.6500,509.2500,500.6500,507.9400,43243730
^VN30,20120618,512.4700,512.5800,508.6400,510.8100,24394912
^VN30,20120619,508.3700,510.6000,505.0200,506.6700,24154241
^VN30,20120620,507.2300,510.3700,504.0200,508.2300,12721510
^VN30,20120621,504.8500,507.8400,504.5200,504.7100,17311290
^VN30,20120622,503.9700,504.2100,499.4000,500.3400,17793229
^VN30,20120625,499.3700,503.5800,496.4300,498.0900,30421170
^VN30,20120626,496.7200,496.7200,492.3400,493.7300,19230090
^VN30,20120627,494.6300,497.2900,492.7200,492.7700,15938599
^VN30,20120628,492.5000,493.3800,489.9300,491.7100,14827261
^VN30,20120629,494.0300,497.7300,492.4800,497.7300,31279073
^VN30,20120702,496.4500,498.4700,491.3300,492.6600,13048800
^VN30,20120703,489.9200,491.0000,485.1800,486.9500,16232870
^VN30,20120704,487.6900,490.8600,485.4200,485.4200,8639000
^VN30,20120705,485.2700,488.8200,483.7500,488.8200,10278700
^VN30,20120706,489.4100,493.7400,488.9900,490.6400,13401270
^VN30,20120709,487.7500,488.9900,482.0300,482.4900,10961650
^VN30,20120710,482.2100,484.1300,479.5800,479.5800,10083070
^VN30,20120711,479.1500,482.8100,479.1500,481.5700,8113340
^VN30,20120712,481.6300,483.6800,481.5700,483.1200,25305843
^VN30,20120713,484.5600,492.4400,484.5600,492.3600,16840230
^VN30,20120716,493.4700,494.0600,488.0800,488.6300,10562920
^VN30,20120717,484.6200,493.4200,484.6200,493.0400,23307399
^VN30,20120718,493.3400,495.6100,491.7300,494.1100,22765645
^VN30,20120719,494.2200,502.6000,493.0300,502.6000,35508800
^VN30,20120720,507.4800,507.9800,497.4300,497.4300,31105509
^VN30,20120723,496.6500,500.3300,495.0800,495.8600,17214250
^VN30,20120724,494.3000,495.2300,489.2500,491.3400,16067060
^VN30,20120725,488.1600,491.4300,487.6200,488.3700,17137727
^VN30,20120726,488.8900,492.6500,488.6200,490.7800,11938838
^VN30,20120727,492.9100,493.8800,488.4700,489.6100,15204506
^VN30,20120730,487.1800,492.8000,486.5700,492.2900,11424000
^VN30,20120731,491.8600,493.7600,491.1500,491.9800,8536950
^VN30,20120801,491.0000,491.2600,488.2600,489.7600,10291410
^VN30,20120802,493.8200,495.6900,493.1700,494.1200,7778700
^VN30,20120803,496.3200,498.4900,495.9500,497.3800,7783430
^VN30,20120806,497.9000,504.0100,497.9000,502.9700,16339625
^VN30,20120807,503.3600,505.7200,502.0700,502.0700,9950950
^VN30,20120808,501.7000,503.9900,500.4400,503.7400,7995210
^VN30,20120809,504.9100,509.1100,504.8700,508.5800,15448896
^VN30,20120810,509.2800,509.2800,505.8000,506.6000,14121243
^VN30,20120813,505.8300,508.9900,504.3700,508.9900,10006822
^VN30,20120814,509.7600,514.8000,507.7300,513.3600,34596060
^VN30,20120815,513.8300,517.6700,513.8300,516.0500,19375360
^VN30,20120816,516.9300,518.8400,513.0800,514.4700,9640594
^VN30,20120817,514.6600,517.0900,513.4600,515.5500,14760811
^VN30,20120820,517.4700,521.7500,516.6200,521.2800,22764002
^VN30,20120821,510.6100,510.6100,495.5900,496.3900,31535160
^VN30,20120822,480.8700,489.9000,480.5800,486.3200,31456080
^VN30,20120823,472.8200,472.8500,463.1100,464.8300,23065381
^VN30,20120824,448.6500,475.3800,446.0600,472.7500,39164418
^VN30,20120827,468.0000,468.0000,454.8400,456.3200,20421540
^VN30,20120828,449.0500,454.9800,446.8300,454.1000,16318390
^VN30,20120829,457.3400,463.0000,457.3400,459.6400,17132523
^VN30,20120830,460.6100,468.5900,460.6100,465.4200,15495713
^VN30,20120831,465.3500,468.2500,463.1000,465.2900,12599480
^VN30,20120904,466.5900,474.9100,466.5700,472.7800,13689123
^VN30,20120905,473.4300,476.0000,466.0600,469.4600,21481354
^VN30,20120906,466.7700,469.3100,463.6300,463.6300,14996831
^VN30,20120907,463.9500,467.2600,462.4100,465.9400,14650740
^VN30,20120910,463.9300,464.5400,452.6300,455.5900,20856980
^VN30,20120911,449.6100,453.9900,449.6100,453.3900,13573990
^VN30,20120912,454.0500,457.4900,452.7500,453.9600,14068630
^VN30,20120913,453.8700,456.1100,452.3500,456.1100,19654660
^VN30,20120914,463.1300,465.9200,460.1600,463.9000,21219480
^VN30,20120917,464.1800,472.4700,464.1800,468.3200,18886263
^VN30,20120918,470.1300,473.6400,459.2600,460.4400,19605980
^VN30,20120919,454.2400,460.9400,454.2400,457.1300,24366030
^VN30,20120920,453.8900,454.7100,445.4000,449.6600,37046550
^VN30,20120921,452.2800,457.5300,452.2800,457.5300,82246184
^VN30,20120924,455.4500,457.9300,453.8400,454.5200,13352620
^VN30,20120925,455.2500,459.1000,453.5200,456.5200,11412115
^VN30,20120926,457.7000,463.7500,457.6300,460.2300,10165470
^VN30,20120927,461.8600,462.8500,455.3900,458.3800,10828260
^VN30,20120928,456.6200,458.3500,454.6800,456.4800,22096826
^VN30,20121001,454.8200,455.2700,451.0000,451.5500,12920973
^VN30,20121002,451.2300,452.2500,448.6500,448.9700,12940320
^VN30,20121003,450.5300,452.5900,447.3500,450.4400,20723320
^VN30,20121004,450.4800,451.5700,448.1600,449.6200,10439755
^VN30,20121005,450.4400,453.2000,449.6000,453.2000,14042170
^VN30,20121008,452.4800,460.2600,452.4800,460.2600,16699543
^VN30,20121009,461.0600,462.5100,458.4700,460.0900,17391771
^VN30,20121010,459.9400,461.7100,459.4700,461.7100,15860330
^VN30,20121011,462.4000,465.2400,461.2800,461.2800,18699460
^VN30,20121012,461.0900,463.0700,459.9500,460.1800,34944870
^VN30,20121015,459.5700,462.8200,459.5600,461.3400,15465100
^VN30,20121016,461.6300,471.6800,461.6300,471.6800,17691713
^VN30,20121017,472.0500,473.6700,468.0300,469.3900,35592860
^VN30,20121018,467.7900,472.3100,467.3900,471.9600,17550860
^VN30,20121019,472.8700,474.4900,466.4500,471.2600,22773140
^VN30,20121022,470.7200,470.9400,466.4800,469.3900,25756720
^VN30,20121023,470.5100,470.9900,467.5900,469.8200,25299190
^VN30,20121024,470.1300,470.5700,466.3200,466.6200,17251038
^VN30,20121025,464.3100,464.8100,459.2300,459.9300,22838400
^VN30,20121026,459.4300,463.9400,459.4300,462.1600,7502320
^VN30,20121029,460.5700,463.2500,459.7000,461.0300,17754511
^VN30,20121030,460.9100,462.7100,459.0400,459.0400,8540080
^VN30,20121031,458.4100,460.5700,456.3800,458.5600,44087602
^VN30,20121101,458.3000,460.7600,458.0600,458.0600,33147894
^VN30,20121102,452.8300,452.8300,441.4200,441.9000,23995640
^VN30,20121105,437.2900,446.5100,437.1600,446.5100,12484210
^VN30,20121106,446.0500,449.3100,443.8600,446.6300,33152701
^VN30,20121107,447.4200,451.4000,444.5300,450.8300,15100920
^VN30,20121108,449.1200,455.7800,448.4600,455.7800,12214910
^VN30,20121109,456.0700,457.2300,453.2000,457.2300,12601850
^VN30,20121112,455.9200,460.6400,455.9200,460.5600,21012810
^VN30,20121113,457.5000,458.6500,455.0800,455.0800,10369580
^VN30,20121114,454.0900,459.8600,453.7700,458.2100,9879190
^VN30,20121115,460.7200,461.9700,456.3500,457.0800,13101890
^VN30,20121116,454.8200,455.7900,452.1000,455.6700,7725610
^VN30,20121119,454.6300,455.9200,451.0400,452.3600,10167156
^VN30,20121120,452.1200,455.6600,450.4000,455.1000,10853260
^VN30,20121121,454.5700,456.4300,451.5500,452.8700,10760074
^VN30,20121122,451.7600,453.4300,450.9400,452.2400,5049270
^VN30,20121123,452.7100,452.7100,449.0900,449.7300,9467286
^VN30,20121126,450.5400,450.6400,444.5400,445.1700,7478590
^VN30,20121127,444.8900,445.7700,442.4700,443.6800,7346459
^VN30,20121128,442.5100,443.5000,439.3200,441.4900,13739050
^VN30,20121129,442.5700,444.6600,442.1600,444.2700,12924450
^VN30,20121130,445.1600,446.6400,442.6800,443.6800,9187387
^VN30,20121203,443.6000,445.7200,440.3900,445.7200,10887180
^VN30,20121204,445.4700,448.0900,444.3400,448.0200,11922225
^VN30,20121205,449.1300,453.6400,448.9800,451.6100,14725600
^VN30,20121206,451.2600,452.3400,449.8400,451.7200,8336480
^VN30,20121207,452.5100,452.5600,449.8100,449.8100,11901051
^VN30,20121210,451.4600,454.4200,449.8000,453.6900,18103810
^VN30,20121211,453.0500,455.9000,452.4500,455.9000,16615650
^VN30,20121212,454.5900,460.7800,452.1400,457.6400,17581580
^VN30,20121213,458.6000,461.1200,456.8000,457.8300,16252056
^VN30,20121214,459.5300,463.0000,459.5300,460.7400,15354895
^VN30,20121217,459.3300,464.6200,459.3300,462.2500,40346283
^VN30,20121218,465.2300,465.2300,459.3800,460.4200,23063830
^VN30,20121219,463.0800,467.1200,462.3600,467.1200,31201120
^VN30,20121220,467.3800,469.7500,465.7200,468.3200,48910265
^VN30,20121221,466.0000,468.9000,460.4400,465.2400,34060170
^VN30,20121224,465.2300,468.4700,463.5700,466.9900,14118970
^VN30,20121225,468.9500,469.2400,464.7200,469.1500,16208120
^VN30,20121226,466.7900,475.9300,465.1500,475.9300,20414860
^VN30,20121227,476.1800,482.1500,476.1800,480.8500,23956110
^VN30,20121228,480.7300,485.3800,477.5500,485.3800,16518080
^VN30,20121231,485.4000,485.4000,485.4000,485.4000,16518080
^VN30,20130102,486.4100,492.2900,485.3700,490.8200,22641550
^VN30,20130103,490.5800,492.3400,483.8400,491.3400,35219262
^VN30,20130104,489.7100,499.8500,487.9500,498.3100,21387780
^VN30,20130107,500.5800,509.6100,498.5400,509.1800,26031020
^VN30,20130108,512.4100,525.3600,511.6400,525.3600,65840432
^VN30,20130109,534.1800,539.7500,521.6400,531.5200,61607930
^VN30,20130110,530.1000,545.8000,526.3200,545.8000,38527310
^VN30,20130111,556.6400,556.6400,545.2400,545.7200,31774120
^VN30,20130114,538.4300,542.2300,533.4100,537.4200,27779640
^VN30,20130115,538.3700,542.7300,535.5900,542.7300,29523420
^VN30,20130116,544.3200,552.1100,543.7300,546.3400,30711880
^VN30,20130117,545.8700,547.4600,537.7500,537.7500,31723670
^VN30,20130118,538.3500,539.6600,529.5100,534.9700,30352710
^VN30,20130121,534.7200,536.8100,527.8900,527.8900,12761250
^VN30,20130122,530.9100,530.9100,518.9300,521.1900,17301730
^VN30,20130123,521.7100,526.3300,519.3200,521.9200,12905400
^VN30,20130124,523.4000,532.1800,522.5600,532.1100,11320000
^VN30,20130125,535.5900,547.3100,535.5900,547.3100,23302400
^VN30,20130128,551.8400,568.4400,551.8400,562.6000,37768410
^VN30,20130129,561.2800,569.6000,558.5700,569.6000,34904250
^VN30,20130130,572.2500,577.0000,568.1500,572.7600,29159290
^VN30,20130131,569.0100,569.6000,563.8100,564.0100,20070490
^VN30,20130201,562.9100,566.0900,555.3100,566.0900,36523604
^VN30,20130204,566.3600,569.6800,562.0700,562.0700,20183436
^VN30,20130205,561.0000,562.9200,556.8300,556.8300,30359637
^VN30,20130206,560.6400,570.5200,560.6400,570.0300,22214280
^VN30,20130207,573.2100,576.1400,569.4600,571.5900,21558510
^VN30,20130208,573.3900,576.4700,569.5700,574.1800,13101500
^VN30,20130218,577.6900,578.5700,573.7600,574.4300,17174080
^VN30,20130219,573.7400,574.8800,569.3200,570.2200,27026910
^VN30,20130220,565.8300,573.7300,565.3800,572.3800,19244500
^VN30,20130221,571.6000,574.4700,550.4200,550.4200,28137990
^VN30,20130222,557.1000,562.7000,542.5200,551.3300,29462370
^VN30,20130225,555.9500,558.9000,552.2200,558.1700,13807063
^VN30,20130226,557.7300,557.7300,535.6900,536.9400,26926760
^VN30,20130227,537.1500,539.5700,529.7600,535.8600,18834590
^VN30,20130228,539.3500,547.7500,539.3500,545.6800,17404590
^VN30,20130301,548.9200,551.4900,546.8500,547.7000,12333780
^VN30,20130304,546.1800,549.4700,534.5300,534.5300,19607530
^VN30,20130305,533.7400,533.8800,525.8000,528.2900,15478930
^VN30,20130306,532.8100,539.0800,531.3700,539.0800,9619410
^VN30,20130307,538.9700,542.1100,533.6900,533.6900,14167490
^VN30,20130308,535.8200,541.6500,535.8200,540.0100,9331490
^VN30,20130311,542.4400,550.2200,541.4400,550.2200,16745976
^VN30,20130312,547.3300,551.9800,541.8900,547.6300,17545750
^VN30,20130313,549.5200,551.0000,542.7100,542.9400,16299510
^VN30,20130314,541.1400,546.1500,540.4100,546.1500,16328330
^VN30,20130315,546.9800,553.3300,545.8600,553.3300,40230250
^VN30,20130318,553.1900,553.1900,548.7200,548.7200,14145520
^VN30,20130319,547.0400,549.8000,545.2300,547.2200,10403080
^VN30,20130320,547.1500,553.3900,547.1000,551.1500,15467200
^VN30,20130321,552.9100,561.1700,552.4600,559.3900,16237050
^VN30,20130322,560.0400,566.0800,551.8000,554.8400,19886870
^VN30,20130325,555.2000,561.8100,554.1200,561.8100,11961010
^VN30,20130326,563.3100,563.9200,557.1700,557.1700,15688383
^VN30,20130327,556.8600,558.2900,552.8200,554.8300,13420590
^VN30,20130328,556.1400,556.1600,550.4700,551.9200,13628770
^VN30,20130329,549.5200,553.8800,543.2600,552.2800,10336750
^VN30,20130401,553.3800,566.9800,551.8000,566.9800,19903590
^VN30,20130402,568.0400,577.3300,568.0400,573.5000,28288150
^VN30,20130403,572.3800,575.6200,567.2500,569.3300,19646830
^VN30,20130404,569.4500,571.4500,564.0900,564.3900,18312940
^VN30,20130405,567.6600,570.8300,564.0500,570.2000,18233321
^VN30,20130408,572.2200,576.0600,569.7000,575.0200,18368230
^VN30,20130409,573.2100,579.0400,572.5800,575.9300,19713050
^VN30,20130410,576.2400,581.0100,558.3700,558.3700,25361630
^VN30,20130411,562.0400,565.7600,557.5600,565.7600,23347480
^VN30,20130412,566.6800,566.9400,552.2400,557.7700,18954840
^VN30,20130415,555.4400,555.4400,539.5600,540.8300,20452890
^VN30,20130416,534.4400,539.6400,525.8200,538.1700,17844459
^VN30,20130417,542.7500,544.9000,536.8200,543.9900,9195080
^VN30,20130418,537.9700,539.5500,529.2600,532.4400,14712630
^VN30,20130422,530.2300,531.1200,525.4300,527.6300,12553482
^VN30,20130423,528.1700,534.2400,528.1600,532.2400,9970680
^VN30,20130424,532.9700,535.4300,531.6900,531.6900,10983022
^VN30,20130425,534.5000,537.7900,534.5000,537.2300,9167670
^VN30,20130426,537.4000,540.6000,535.7900,537.3700,8607490
^VN30,20130502,536.1500,539.6000,534.5100,536.2500,8705010
^VN30,20130503,533.8700,539.3300,533.6900,539.3300,7778390
^VN30,20130506,542.2900,551.9900,542.2900,551.9900,14217840
^VN30,20130507,553.4500,555.6400,547.8500,549.5700,16358350
^VN30,20130508,551.2800,552.2600,548.5800,549.7400,33500925
^VN30,20130509,549.2800,553.8700,549.2800,552.5300,66989450
^VN30,20130510,552.2200,554.8900,549.9300,551.8100,54737853
^VN30,20130513,552.5500,555.2300,552.5500,554.3800,18345350
^VN30,20130514,552.6400,552.6400,545.6500,548.2700,15614796
^VN30,20130515,547.8700,553.0300,547.6700,551.8100,14400706
^VN30,20130516,552.2600,557.7600,551.9300,556.0100,20541022
^VN30,20130517,555.5700,558.3400,553.5100,553.5100,18522510
^VN30,20130520,552.7800,559.1200,551.7400,558.7900,17872867
^VN30,20130521,563.1500,570.0600,562.2800,566.4600,37274373
^VN30,20130522,570.3900,570.5600,567.5200,567.7900,23394898
^VN30,20130523,566.7100,570.8100,561.7900,561.7900,26188017
^VN30,20130524,562.3600,567.8700,560.1500,563.8100,22900046
^VN30,20130527,567.9000,579.3800,567.9000,574.8200,24475400
^VN30,20130528,578.6800,579.3000,573.9400,577.4000,28323860
^VN30,20130529,579.5700,583.3400,572.8900,579.3300,31853885
^VN30,20130530,581.7400,584.7000,579.4700,584.7000,22110090
^VN30,20130531,585.7800,591.0500,581.9500,581.9500,81793477
^VN30,20130603,581.6600,585.0900,579.7700,580.8900,20919290
^VN30,20130604,585.2900,585.7200,574.9500,574.9500,27441920
^VN30,20130605,575.5500,577.6500,572.5400,577.2800,18821640
^VN30,20130606,575.1300,583.7000,575.1300,582.9200,25257110
^VN30,20130607,585.0100,588.2100,583.6300,588.2100,24381304
^VN30,20130610,591.6200,593.1700,584.1100,584.1100,41606431
^VN30,20130611,584.6800,584.6800,580.0100,581.1500,28986641
^VN30,20130612,580.7700,582.7500,575.3900,575.3900,21208190
^VN30,20130613,574.6000,576.1600,565.9000,571.7900,20040703
^VN30,20130614,571.4300,574.5700,562.9700,562.9700,18712100
^VN30,20130617,562.9300,563.8600,551.2700,552.7300,28223080
^VN30,20130618,551.1200,554.0300,547.8700,552.8700,21977680
^VN30,20130619,554.6400,557.8000,554.0700,556.7300,15884770
^VN30,20130620,555.5300,558.3300,553.8600,555.0100,17185750
^VN30,20130621,552.8500,555.8400,550.3100,553.5700,46476870
^VN30,20130624,554.4700,556.1300,543.7300,546.5600,24533567
^VN30,20130625,541.2500,541.2500,522.2900,530.4600,33835152
^VN30,20130626,531.3200,532.5600,522.6000,529.8800,39602970
^VN30,20130627,532.6100,539.8900,530.6000,539.8900,20796273
^VN30,20130628,541.3000,542.7000,536.9900,538.5400,36570753
^VN30,20130701,535.9100,537.0200,531.4500,534.8500,11296657
^VN30,20130702,536.2000,544.9800,536.2000,544.9800,13320400
^VN30,20130703,545.1700,549.3000,543.2000,543.9500,21364490
^VN30,20130704,545.5500,547.2800,543.6600,543.6600,16724739
^VN30,20130705,544.7400,546.6100,542.1100,543.3800,14061340
^VN30,20130708,542.7500,543.3000,537.5700,539.9200,11990260
^VN30,20130709,539.2500,541.8700,537.5700,541.5300,10562770
^VN30,20130710,543.5200,544.7300,538.9700,538.9700,10890230
^VN30,20130711,538.9000,539.8500,537.2500,539.5100,14152845
^VN30,20130712,540.5000,548.2700,540.3300,548.2700,25430954
^VN30,20130715,551.4100,551.6500,547.0400,548.6000,19391506
^VN30,20130716,548.8200,552.4600,548.0000,549.7500,18050730
^VN30,20130717,551.0100,552.5200,547.4400,551.3800,19442980
^VN30,20130718,549.7900,554.7100,548.5800,550.6700,24407929
^VN30,20130719,551.8800,557.4500,551.8800,556.5600,23350570
^VN30,20130722,557.2300,560.4900,554.3800,557.9700,25261010
^VN30,20130723,557.2400,559.6800,556.0700,556.7900,25702762
^VN30,20130724,556.0800,556.1100,547.1000,548.2400,27701730
^VN30,20130725,547.5500,548.8400,543.5200,544.1500,23726800
^VN30,20130726,544.4600,546.6700,539.8300,544.8800,29095160
^VN30,20130729,544.4000,544.9900,536.5100,537.4200,14111860
^VN30,20130730,537.4500,543.0400,537.0300,541.7800,12972849
^VN30,20130731,540.6800,543.6900,538.6600,542.5200,24821410
^VN30,20130801,540.5300,544.6800,540.2700,543.5600,13736146
^VN30,20130802,544.3900,546.6300,543.9100,545.5900,9541290
^VN30,20130805,544.5500,548.7100,544.1700,546.1800,12708786
^VN30,20130806,545.7900,549.4500,544.5700,549.4500,11834990
^VN30,20130807,550.3200,554.5300,548.2600,553.2900,16223550
^VN30,20130808,553.1300,556.7500,550.0700,550.0700,9666510
^VN30,20130809,551.1400,553.7200,550.5400,552.2700,10375750
^VN30,20130812,552.4900,552.6700,549.2300,550.0700,14118722
^VN30,20130813,550.5000,553.9200,548.5300,550.3600,12511780
^VN30,20130814,549.7000,554.3400,547.5300,554.3400,12408809
^VN30,20130815,554.3500,560.4600,554.3500,559.0700,21892450
^VN30,20130816,558.7200,561.1200,556.2600,559.1600,19636120
^VN30,20130819,559.0700,565.5600,558.7100,561.6200,23883480
^VN30,20130820,560.5400,562.2900,556.0500,557.5200,26940510
^VN30,20130821,557.9000,557.9000,549.4200,555.9300,18309800
^VN30,20130822,553.7100,556.4400,546.7000,549.5400,20514444
^VN30,20130823,549.6900,550.7300,537.7300,542.0800,23337010
^VN30,20130826,541.2900,543.3800,533.4600,543.3800,17687710
^VN30,20130827,541.8100,542.8100,538.5700,539.9700,9998540
^VN30,20130828,535.4300,535.6600,523.2700,528.6200,29124195
^VN30,20130829,528.1700,531.0300,523.5100,523.5100,19472740
^VN30,20130830,523.8900,531.2300,517.7500,531.2300,15889440
^VN30,20130903,531.1500,533.1000,525.9600,527.9200,12601259
^VN30,20130904,528.0700,530.5000,522.8600,525.6600,42213170
^VN30,20130905,526.6100,531.9000,523.9100,531.7100,21258020
^VN30,20130906,532.8000,535.4400,529.4800,534.8000,25969759
^VN30,20130909,529.1400,530.5100,523.3800,524.1700,25075830
^VN30,20130910,525.8000,530.5900,525.8000,530.1900,10040240
^VN30,20130911,531.4300,534.4200,528.8900,531.9100,12976670
^VN30,20130912,530.2100,532.6000,529.6200,531.1700,15056402
^VN30,20130913,530.0900,532.8000,529.0800,531.2100,12441240
^VN30,20130916,532.5400,534.8700,529.5600,531.9900,17895800
^VN30,20130917,534.2500,536.6500,533.1300,535.8000,15057260
^VN30,20130918,536.1500,536.2700,530.5400,531.6300,16672933
^VN30,20130919,532.9000,537.0000,532.9000,533.8300,16656614
^VN30,20130920,533.8300,537.5700,532.2700,537.5700,63627980
^VN30,20130923,535.4700,540.2500,534.1900,540.2500,16804300
^VN30,20130924,539.4300,544.3700,539.4300,543.2300,49444302
^VN30,20130925,542.3800,549.3900,542.3500,545.8300,31588478
^VN30,20130926,545.4200,547.5800,542.6000,545.8300,18603600
^VN30,20130927,544.5500,547.5600,543.3300,545.4900,20019930
^VN30,20130930,546.1000,551.5600,545.4300,551.5600,26580710
^VN30,20131001,551.7100,555.2100,549.3200,549.6300,43037330
^VN30,20131002,550.3600,554.1600,549.9100,552.7300,22365070
^VN30,20131003,552.4000,552.7000,548.4000,549.5800,19464450
^VN30,20131004,549.7400,552.2700,548.6300,552.0700,18064390
^VN30,20131007,552.5500,557.9500,552.3000,557.5400,27142384
^VN30,20131008,557.8300,560.3600,555.0200,558.5500,30360787
^VN30,20131009,556.4600,557.7800,555.7600,556.7200,18788830
^VN30,20131010,556.1900,557.4600,551.8600,551.8600,23201490
^VN30,20131011,551.8900,555.8100,551.8900,552.1600,17163830
^VN30,20131014,551.2900,552.6800,549.6300,551.4800,11170280
^VN30,20131015,550.7000,553.9000,550.5800,553.9000,20471050
^VN30,20131016,553.1400,558.5100,552.6900,557.1500,24605210
